firm_id,month,nace_code,region_code,employees
F00085,2023-01-01,C10,R05,19
F00086,2023-01-01,C10,R09,18
F00087,2023-01-01,I55,R07,23
F00088,2023-01-01,H49,R04,24
F00089,2023-01-01,G47,R05,17
F00090,2023-01-01,C29,R04,17
F00091,2023-01-01,I56,R06,16
F00092,2023-01-01,C10,R10,19
F00093,2023-01-01,G47,R04,16
F00094,2023-01-01,C29,R04,20
F00095,2023-01-01,I55,R03,29
F00096,2023-01-01,H49,R05,16
F00097,2023-01-01,C10,R10,19
F00098,2023-01-01,C29,R09,18
F00099,2023-01-01,G47,R10,21
F00100,2023-01-01,G47,R06,19
F00101,2023-01-01,C10,R03,19
F00102,2023-01-01,C29,R08,16
F00103,2023-01-01,C10,R02,22
F00104,2023-01-01,C29,R07,19
F00105,2023-01-01,I56,R04,14
F00106,2023-01-01,H49,R05,20
F00107,2023-01-01,H49,R01,12
F00108,2023-01-01,I56,R02,20
F00109,2023-01-01,I56,R02,18
F00110,2023-01-01,G47,R10,23
F00111,2023-01-01,C10,R01,29
F00112,2023-01-01,G47,R07,20
F00113,2023-01-01,C10,R02,15
F00114,2023-01-01,H49,R01,26
F00115,2023-01-01,C10,R07,22
F00116,2023-01-01,C29,R04,27
F00117,2023-01-01,H49,R01,13
F00118,2023-01-01,C10,R08,25
F00119,2023-01-01,I55,R06,16
F00120,2023-01-01,G47,R10,20
F00121,2023-01-01,G47,R07,20
F00122,2023-01-01,H49,R10,23
F00123,2023-01-01,I55,R04,22
F00124,2023-01-01,C10,R09,19
F00125,2023-01-01,C10,R01,21
F00126,2023-01-01,H49,R06,19
F00127,2023-01-01,G47,R01,26
F00128,2023-01-01,C29,R08,19
F00129,2023-01-01,I55,R09,21
F00130,2023-01-01,I56,R10,18
F00131,2023-01-01,I55,R07,19
F00132,2023-01-01,I55,R07,15
F00133,2023-01-01,I56,R10,21
F00134,2023-01-01,C10,R04,20
F00135,2023-01-01,H49,R04,19
F00136,2023-01-01,G47,R06,17
F00137,2023-01-01,C29,R05,25
F00138,2023-01-01,G47,R02,21
F00139,2023-01-01,H49,R04,26
F00140,2023-01-01,I56,R06,25
F00141,2023-01-01,C10,R05,19
F00142,2023-01-01,I55,R09,15
F00143,2023-01-01,C29,R03,23
F00144,2023-01-01,I55,R03,22
F00145,2023-01-01,G47,R08,12
F00146,2023-01-01,I55,R08,23
F00147,2023-01-01,I56,R10,16
F00148,2023-01-01,I55,R08,33
F00149,2023-01-01,G47,R08,12
F00150,2023-01-01,G47,R10,17
F00151,2023-01-01,C29,R01,13
F00152,2023-01-01,I56,R09,24
F00153,2023-01-01,C29,R08,24
F00154,2023-01-01,C10,R10,19
F00155,2023-01-01,I55,R04,21
F00156,2023-01-01,C29,R06,18
F00157,2023-01-01,I56,R02,25
F00158,2023-01-01,G47,R08,18
F00159,2023-01-01,I56,R04,13
F00160,2023-01-01,I55,R08,20
F00161,2023-01-01,C29,R08,18
F00162,2023-01-01,G47,R03,18
F00163,2023-01-01,G47,R10,19
F00164,2023-01-01,I55,R08,29
F00165,2023-01-01,C10,R07,23
F00166,2023-01-01,C10,R03,11
F00167,2023-01-01,I55,R07,15
F00168,2023-01-01,I56,R08,13
F00169,2023-01-01,C29,R06,22
F00170,2023-01-01,I56,R03,33
F00171,2023-01-01,H49,R01,18
F00172,2023-01-01,I56,R01,16
F00173,2023-01-01,I56,R03,17
F00174,2023-01-01,C29,R10,23
F00175,2023-01-01,C29,R09,24
F00176,2023-01-01,C10,R03,18
F00177,2023-01-01,H49,R07,26
F00178,2023-01-01,I56,R10,14
F00179,2023-01-01,H49,R10,18
F00180,2023-01-01,C29,R05,20
F00181,2023-01-01,C10,R06,20
F00182,2023-01-01,I55,R04,19
F00183,2023-01-01,I56,R07,16
F00184,2023-01-01,G47,R09,15
F00185,2023-01-01,H49,R08,29
F00186,2023-01-01,I55,R07,19
F00187,2023-01-01,I56,R02,12
F00188,2023-01-01,C29,R04,15
F00189,2023-01-01,I56,R07,22
F00190,2023-01-01,C29,R03,21
F00191,2023-01-01,C10,R04,24
F00192,2023-01-01,C29,R05,20
F00193,2023-01-01,C29,R02,16
F00194,2023-01-01,C10,R01,21
F00195,2023-01-01,C10,R01,20
F00196,2023-01-01,C29,R05,26
F00197,2023-01-01,C29,R10,25
F00198,2023-01-01,C10,R05,20
F00199,2023-01-01,G47,R06,22
F00200,2023-01-01,H49,R04,19
F00201,2023-01-01,H49,R09,20
F00202,2023-01-01,I55,R04,15
F00203,2023-01-01,G47,R07,23
F00204,2023-01-01,C29,R02,19
F00205,2023-01-01,C10,R09,21
F00206,2023-01-01,I55,R10,21
F00207,2023-01-01,I55,R06,12
F00208,2023-01-01,G47,R02,22
F00209,2023-01-01,I55,R03,25
F00210,2023-01-01,H49,R08,13
F00211,2023-01-01,C10,R09,15
F00212,2023-01-01,I56,R06,11
F00213,2023-01-01,H49,R04,9
F00214,2023-01-01,I55,R02,21
F00215,2023-01-01,H49,R04,17
F00216,2023-01-01,H49,R05,29
F00217,2023-01-01,H49,R10,22
F00218,2023-01-01,G47,R04,19
F00219,2023-01-01,G47,R04,13
F00220,2023-01-01,G47,R02,14
F00221,2023-01-01,C10,R10,28
F00222,2023-01-01,G47,R02,25
F00223,2023-01-01,I56,R02,19
F00224,2023-01-01,I56,R03,20
F00225,2023-01-01,H49,R09,18
F00226,2023-01-01,G47,R09,17
F00227,2023-01-01,C29,R07,17
F00228,2023-01-01,H49,R08,19
F00229,2023-01-01,H49,R07,20
F00230,2023-01-01,I56,R08,25
F00231,2023-01-01,H49,R06,23
F00232,2023-01-01,C10,R01,26
F00233,2023-01-01,I56,R08,22
F00234,2023-01-01,H49,R10,22
F00235,2023-01-01,C10,R01,24
F00236,2023-01-01,H49,R06,16
F00237,2023-01-01,I56,R07,31
F00238,2023-01-01,H49,R09,22
F00239,2023-01-01,C10,R03,25
F00240,2023-01-01,I55,R03,19
F00241,2023-01-01,C10,R01,17
F00242,2023-01-01,C10,R09,26
F00243,2023-01-01,C10,R09,28
F00244,2023-01-01,I55,R10,16
F00245,2023-01-01,I56,R10,22
F00246,2023-01-01,C29,R08,17
F00247,2023-01-01,H49,R09,16
F00248,2023-01-01,H49,R01,18
F00249,2023-01-01,C10,R10,19
F00250,2023-01-01,I56,R01,26
F00251,2023-01-01,I55,R06,18
F00252,2023-01-01,C10,R06,12
F00253,2023-01-01,G47,R08,15
F00254,2023-01-01,I56,R02,15
F00255,2023-01-01,G47,R03,24
F00256,2023-01-01,I55,R09,23
F00257,2023-01-01,I55,R09,19
F00258,2023-01-01,I55,R03,16
F00259,2023-01-01,C29,R09,15
F00260,2023-01-01,H49,R05,18
F00261,2023-01-01,H49,R02,20
F00262,2023-01-01,C29,R03,20
F00263,2023-01-01,I56,R05,21
F00264,2023-01-01,G47,R10,26
F00265,2023-01-01,C29,R05,15
F00266,2023-01-01,G47,R06,19
F00267,2023-01-01,C10,R03,25
F00268,2023-01-01,I56,R09,22
F00269,2023-01-01,I56,R03,17
F00270,2023-01-01,H49,R07,19
F00271,2023-01-01,I56,R01,12
F00272,2023-01-01,C10,R01,21
F00273,2023-01-01,G47,R01,17
F00274,2023-01-01,I56,R05,27
F00275,2023-01-01,G47,R06,23
F00276,2023-01-01,H49,R02,26
F00277,2023-01-01,G47,R01,13
F00278,2023-01-01,H49,R09,23
F00279,2023-01-01,I55,R08,16
F00280,2023-01-01,G47,R03,19
F00281,2023-01-01,C10,R03,24
F00282,2023-01-01,H49,R02,24
F00283,2023-01-01,C10,R07,20
F00284,2023-01-01,C29,R04,17
F00285,2023-01-01,C10,R05,17
F00286,2023-01-01,C29,R04,12
F00287,2023-01-01,C10,R09,19
F00288,2023-01-01,C10,R03,20
F00289,2023-01-01,C29,R09,26
F00290,2023-01-01,I55,R07,19
F00291,2023-01-01,H49,R09,18
F00292,2023-01-01,G47,R08,25
F00293,2023-01-01,G47,R09,19
F00294,2023-01-01,H49,R04,25
F00295,2023-01-01,C29,R05,16
F00296,2023-01-01,G47,R01,15
F00297,2023-01-01,I56,R08,15
F00298,2023-01-01,C29,R02,18
F00299,2023-01-01,G47,R05,22
F00300,2023-01-01,C10,R08,15
F00301,2023-01-01,H49,R04,19
F00302,2023-01-01,H49,R06,24
F00303,2023-01-01,C10,R07,24
F00304,2023-01-01,C29,R04,29
F00305,2023-01-01,G47,R07,19
F00306,2023-01-01,I56,R04,16
F00307,2023-01-01,I56,R08,14
F00308,2023-01-01,I55,R09,20
F00309,2023-01-01,C29,R03,9
F00310,2023-01-01,I55,R04,20
F00311,2023-01-01,I56,R06,22
F00312,2023-01-01,C10,R05,23
F00313,2023-01-01,I56,R09,19
F00314,2023-01-01,G47,R05,20
F00315,2023-01-01,C10,R08,19
F00316,2023-01-01,H49,R03,25
F00317,2023-01-01,I55,R03,22
F00318,2023-01-01,C10,R06,18
F00319,2023-01-01,G47,R01,27
F00320,2023-01-01,I55,R07,25
F00321,2023-01-01,C10,R03,13
F00322,2023-01-01,H49,R09,22
F00323,2023-01-01,G47,R08,27
F00324,2023-01-01,C10,R08,23
F00325,2023-01-01,C10,R03,20
F00326,2023-01-01,C10,R02,20
F00327,2023-01-01,C29,R09,21
F00328,2023-01-01,G47,R02,19
F00329,2023-01-01,C10,R07,22
F00330,2023-01-01,I56,R02,15
F00331,2023-01-01,C29,R06,22
F00332,2023-01-01,I55,R01,24
F00333,2023-01-01,H49,R03,23
F00334,2023-01-01,C29,R05,18
F00335,2023-01-01,H49,R09,22
F00336,2023-01-01,I56,R03,30
F00337,2023-01-01,I55,R07,13
F00338,2023-01-01,I56,R06,22
F00339,2023-01-01,I56,R01,21
F00340,2023-01-01,C29,R05,26
F00341,2023-01-01,C10,R04,17
F00342,2023-01-01,I55,R05,20
F00343,2023-01-01,I56,R07,31
F00344,2023-01-01,H49,R10,29
F00345,2023-01-01,I56,R04,24
F00346,2023-01-01,I55,R08,25
F00347,2023-01-01,I56,R06,14
F00348,2023-01-01,G47,R04,20
F00349,2023-01-01,I56,R08,18
F00350,2023-01-01,I55,R01,20
F00351,2023-01-01,C29,R09,20
F00352,2023-01-01,C10,R06,25
F00353,2023-01-01,H49,R02,22
F00354,2023-01-01,I56,R03,20
F00355,2023-01-01,C29,R01,15
F00356,2023-01-01,C10,R04,21
F00357,2023-01-01,G47,R05,26
F00358,2023-01-01,C10,R05,22
F00359,2023-01-01,I55,R09,20
F00360,2023-01-01,C29,R02,13
F00361,2023-01-01,H49,R09,15
F00362,2023-01-01,G47,R01,28
F00363,2023-01-01,C10,R04,15
F00364,2023-01-01,I55,R03,16
F00365,2023-01-01,I55,R03,27
F00366,2023-01-01,H49,R01,21
F00367,2023-01-01,C10,R10,26
F00368,2023-01-01,I55,R01,24
F00369,2023-01-01,H49,R04,13
F00370,2023-01-01,H49,R03,28
F00371,2023-01-01,I55,R07,15
F00372,2023-01-01,G47,R04,19
F00373,2023-01-01,I55,R07,14
F00374,2023-01-01,I55,R10,17
F00375,2023-01-01,C29,R02,27
F00376,2023-01-01,G47,R07,14
F00377,2023-01-01,C29,R05,12
F00378,2023-01-01,G47,R05,25
F00379,2023-01-01,I56,R06,13
F00380,2023-01-01,C10,R05,23
F00381,2023-01-01,I56,R03,12
F00382,2023-01-01,C29,R10,17
F00383,2023-01-01,G47,R03,26
F00384,2023-01-01,I56,R06,18
F00385,2023-01-01,C29,R09,22
F00386,2023-01-01,I56,R04,19
F00387,2023-01-01,H49,R09,18
F00388,2023-01-01,H49,R08,21
F00389,2023-01-01,G47,R06,21
F00390,2023-01-01,I55,R03,16
F00391,2023-01-01,I55,R10,29
F00392,2023-01-01,G47,R02,21
F00393,2023-01-01,H49,R08,15
F00394,2023-01-01,I55,R04,14
F00395,2023-01-01,C10,R02,20
F00396,2023-01-01,C29,R03,22
F00397,2023-01-01,H49,R05,22
F00398,2023-01-01,H49,R09,17
F00399,2023-01-01,I55,R02,24
F00400,2023-01-01,H49,R10,15
F00401,2023-01-01,G47,R10,10
F00402,2023-01-01,I55,R05,25
F00403,2023-01-01,I56,R04,20
F00404,2023-01-01,C29,R06,21
F00405,2023-01-01,I55,R04,24
F00406,2023-01-01,H49,R01,24
F00407,2023-01-01,H49,R10,7
F00408,2023-01-01,H49,R10,17
F00409,2023-01-01,G47,R05,20
F00410,2023-01-01,I56,R10,17
F00411,2023-01-01,I56,R04,25
F00412,2023-01-01,G47,R07,18
F00413,2023-01-01,H49,R06,23
F00414,2023-01-01,C10,R07,19
F00415,2023-01-01,I56,R06,23
F00416,2023-01-01,G47,R08,22
F00417,2023-01-01,C10,R01,17
F00418,2023-01-01,I56,R08,17
F00419,2023-01-01,H49,R02,17
F00420,2023-01-01,C29,R04,18
F00421,2023-01-01,C29,R01,21
F00422,2023-01-01,G47,R10,19
F00423,2023-01-01,I55,R09,15
F00424,2023-01-01,C29,R07,16
F00425,2023-01-01,H49,R04,20
F00426,2023-01-01,G47,R06,21
F00427,2023-01-01,C10,R07,19
F00428,2023-01-01,G47,R10,21
F00429,2023-01-01,H49,R09,19
F00430,2023-01-01,I56,R09,32
F00431,2023-01-01,H49,R08,22
F00432,2023-01-01,C29,R07,15
F00433,2023-01-01,C10,R03,16
F00434,2023-01-01,H49,R08,14
F00435,2023-01-01,H49,R02,19
F00436,2023-01-01,I56,R08,36
F00437,2023-01-01,H49,R04,19
F00438,2023-01-01,I56,R09,22
F00439,2023-01-01,I56,R09,17
F00440,2023-01-01,I55,R01,20
F00441,2023-01-01,I55,R10,24
F00442,2023-01-01,I55,R03,16
F00443,2023-01-01,G47,R01,13
F00444,2023-01-01,I56,R02,21
F00445,2023-01-01,I56,R05,25
F00446,2023-01-01,H49,R03,27
F00447,2023-01-01,I56,R02,29
F00448,2023-01-01,H49,R08,28
F00449,2023-01-01,C29,R09,12
F00450,2023-01-01,G47,R05,22
F00451,2023-01-01,I56,R06,28
F00452,2023-01-01,C10,R05,22
F00453,2023-01-01,I55,R08,18
F00454,2023-01-01,I55,R08,21
F00455,2023-01-01,C29,R08,19
F00456,2023-01-01,C10,R09,20
F00457,2023-01-01,C10,R01,30
F00458,2023-01-01,I56,R06,15
F00459,2023-01-01,I55,R09,16
F00460,2023-01-01,H49,R01,25
F00461,2023-01-01,I56,R02,19
F00462,2023-01-01,I56,R06,14
F00463,2023-01-01,G47,R06,22
F00464,2023-01-01,C10,R01,17
F00465,2023-01-01,G47,R02,27
F00466,2023-01-01,I55,R05,13
F00467,2023-01-01,C29,R09,24
F00468,2023-01-01,I56,R08,22
F00469,2023-01-01,I56,R10,18
F00470,2023-01-01,I55,R10,20
F00471,2023-01-01,C29,R06,17
F00472,2023-01-01,G47,R09,14
F00473,2023-01-01,I55,R03,24
F00474,2023-01-01,I56,R04,25
F00475,2023-01-01,I56,R06,23
F00476,2023-01-01,I55,R10,24
F00477,2023-01-01,C10,R01,19
F00478,2023-01-01,G47,R04,21
F00479,2023-01-01,I56,R06,13
F00480,2023-01-01,I55,R10,21
F00481,2023-01-01,C10,R06,27
F00482,2023-01-01,I55,R08,25
F00483,2023-01-01,I55,R04,16
F00484,2023-01-01,C10,R06,17
F00485,2023-01-01,H49,R04,26
F00486,2023-01-01,G47,R04,21
F00487,2023-01-01,G47,R06,22
F00488,2023-01-01,I56,R08,22
F00489,2023-01-01,C10,R08,26
F00490,2023-01-01,C29,R06,18
F00491,2023-01-01,H49,R10,16
F00492,2023-01-01,I56,R08,17
F00493,2023-01-01,I55,R06,16
F00494,2023-01-01,I56,R07,20
F00495,2023-01-01,C29,R01,18
F00496,2023-01-01,C10,R01,17
F00497,2023-01-01,H49,R09,16
F00498,2023-01-01,I56,R04,19
F00499,2023-01-01,H49,R10,17
F00500,2023-01-01,I56,R08,24
F00501,2023-01-01,I55,R03,16
F00502,2023-01-01,C10,R10,20
F00503,2023-01-01,I55,R10,23
F00504,2023-01-01,C10,R04,19
F00505,2023-01-01,C10,R10,19
F00506,2023-01-01,I55,R10,19
F00507,2023-01-01,H49,R06,22
F00508,2023-01-01,C29,R10,18
F00509,2023-01-01,C10,R08,12
F00510,2023-01-01,G47,R03,18
F00511,2023-01-01,C29,R07,15
F00512,2023-01-01,I56,R06,30
F00513,2023-01-01,I56,R05,16
F00514,2023-01-01,I56,R06,20
F00515,2023-01-01,I55,R08,17
F00516,2023-01-01,G47,R04,27
F00517,2023-01-01,C10,R04,22
F00518,2023-01-01,H49,R06,23
F00519,2023-01-01,C29,R08,23
F00520,2023-01-01,I56,R06,16
F00521,2023-01-01,I55,R05,15
F00522,2023-01-01,C29,R04,26
F00523,2023-01-01,I56,R06,22
F00524,2023-01-01,H49,R10,11
F00525,2023-01-01,I56,R01,14
F00526,2023-01-01,C29,R01,20
F00527,2023-01-01,G47,R01,25
F00528,2023-01-01,I56,R09,13
F00529,2023-01-01,C29,R05,20
F00530,2023-01-01,H49,R09,18
F00531,2023-01-01,G47,R04,16
F00532,2023-01-01,G47,R10,24
F00533,2023-01-01,I55,R02,24
F00534,2023-01-01,I56,R07,22
F00535,2023-01-01,I56,R06,19
F00536,2023-01-01,C29,R02,18
F00537,2023-01-01,H49,R10,28
F00538,2023-01-01,I55,R04,15
F00539,2023-01-01,H49,R01,21
F00540,2023-01-01,H49,R08,26
F00541,2023-01-01,H49,R07,26
F00542,2023-01-01,G47,R07,22
F00543,2023-01-01,C29,R09,19
F00544,2023-01-01,C10,R01,27
F00545,2023-01-01,I55,R05,19
F00546,2023-01-01,C10,R08,19
F00547,2023-01-01,G47,R03,14
F00548,2023-01-01,I55,R02,20
F00549,2023-01-01,C29,R01,17
F00550,2023-01-01,I56,R01,25
F00551,2023-01-01,I56,R05,25
F00552,2023-01-01,C10,R03,21
F00553,2023-01-01,C10,R06,22
F00554,2023-01-01,I55,R01,26
F00555,2023-01-01,H49,R06,28
F00556,2023-01-01,I56,R07,11
F00557,2023-01-01,C29,R02,17
F00558,2023-01-01,C29,R09,29
F00559,2023-01-01,I55,R09,26
F00560,2023-01-01,C10,R07,24
F00561,2023-01-01,I56,R06,12
F00562,2023-01-01,C29,R09,22
F00563,2023-01-01,C10,R10,22
F00564,2023-01-01,G47,R10,13
F00565,2023-01-01,C29,R03,18
F00566,2023-01-01,C10,R09,32
F00567,2023-01-01,C29,R01,16
F00568,2023-01-01,C29,R07,13
F00569,2023-01-01,H49,R05,20
F00570,2023-01-01,C29,R06,17
F00571,2023-01-01,H49,R06,21
F00572,2023-01-01,I55,R09,12
F00573,2023-01-01,I56,R01,27
F00574,2023-01-01,I55,R10,21
F00575,2023-01-01,G47,R04,18
F00576,2023-01-01,C10,R05,16
F00577,2023-01-01,I55,R05,21
F00578,2023-01-01,G47,R08,17
F00579,2023-01-01,I56,R02,25
F00580,2023-01-01,H49,R10,14
F00581,2023-01-01,C10,R05,20
F00582,2023-01-01,C29,R09,16
F00583,2023-01-01,I56,R06,23
F00584,2023-01-01,G47,R08,19
F00585,2023-01-01,C29,R05,17
F00586,2023-01-01,I55,R06,21
F00587,2023-01-01,I56,R05,21
F00588,2023-01-01,C29,R04,17
F00589,2023-01-01,G47,R04,20
F00590,2023-01-01,I56,R08,21
F00591,2023-01-01,H49,R05,26
F00592,2023-01-01,I56,R06,16
F00593,2023-01-01,I55,R01,16
F00594,2023-01-01,G47,R01,22
F00595,2023-01-01,I55,R04,23
F00596,2023-01-01,H49,R09,22
F00597,2023-01-01,I56,R02,13
F00598,2023-01-01,C29,R04,17
F00599,2023-01-01,C10,R02,21
F00600,2023-01-01,G47,R04,20
F00601,2023-01-01,I56,R01,20
F00602,2023-01-01,C10,R03,22
F00603,2023-01-01,C10,R08,22
F00604,2023-01-01,C29,R06,17
F00605,2023-01-01,G47,R07,27
F00606,2023-01-01,I56,R06,18
F00607,2023-01-01,H49,R03,26
F00608,2023-01-01,C10,R09,12
F00609,2023-01-01,I55,R10,19
F00610,2023-01-01,C10,R10,20
F00611,2023-01-01,I56,R02,13
F00612,2023-01-01,G47,R09,20
F00613,2023-01-01,I56,R04,16
F00614,2023-01-01,I56,R06,23
F00615,2023-01-01,C10,R09,18
F00616,2023-01-01,I56,R10,17
F00617,2023-01-01,C10,R08,15
F00618,2023-01-01,C10,R04,26
F00619,2023-01-01,I55,R05,20
F00620,2023-01-01,H49,R09,25
F00621,2023-01-01,I55,R08,14
F00622,2023-01-01,C29,R03,24
F00623,2023-01-01,I55,R06,29
F00624,2023-01-01,C10,R05,26
F00625,2023-01-01,C29,R04,16
F00626,2023-01-01,C29,R01,30
F00627,2023-01-01,I55,R03,25
F00628,2023-01-01,G47,R09,23
F00629,2023-01-01,I56,R03,29
F00630,2023-01-01,C29,R01,24
F00631,2023-01-01,H49,R09,24
F00632,2023-01-01,H49,R05,21
F00633,2023-01-01,H49,R06,22
F00634,2023-01-01,H49,R06,20
F00635,2023-01-01,C29,R05,20
F00636,2023-01-01,C29,R03,26
F00637,2023-01-01,C29,R10,21
F00638,2023-01-01,H49,R02,26
F00639,2023-01-01,G47,R06,21
F00640,2023-01-01,G47,R01,15
F00641,2023-01-01,G47,R09,27
F00642,2023-01-01,I56,R03,10
F00643,2023-01-01,C29,R10,24
F00644,2023-01-01,C10,R05,14
F00645,2023-01-01,C10,R05,23
F00646,2023-01-01,G47,R08,17
F00647,2023-01-01,I56,R09,20
F00648,2023-01-01,I55,R07,21
F00649,2023-01-01,G47,R04,26
F00650,2023-01-01,C29,R10,24
F00651,2023-01-01,C10,R05,35
F00652,2023-01-01,G47,R01,20
F00653,2023-01-01,I56,R07,15
F00654,2023-01-01,I56,R04,17
F00655,2023-01-01,C29,R09,16
F00656,2023-01-01,C29,R05,8
F00657,2023-01-01,C29,R06,20
F00658,2023-01-01,C29,R04,23
F00659,2023-01-01,I55,R07,18
F00660,2023-01-01,I55,R07,16
F00661,2023-01-01,I55,R09,14
F00662,2023-01-01,C10,R09,19
F00663,2023-01-01,H49,R03,24
F00664,2023-01-01,G47,R07,15
F00665,2023-01-01,C29,R06,21
F00666,2023-01-01,I56,R06,31
F00667,2023-01-01,C29,R10,16
F00668,2023-01-01,C29,R04,24
F00669,2023-01-01,C10,R02,20
F00670,2023-01-01,C10,R05,18
F00671,2023-01-01,C29,R04,16
F00672,2023-01-01,I56,R01,21
F00673,2023-01-01,I56,R09,20
F00674,2023-01-01,C10,R02,23
F00675,2023-01-01,C10,R06,17
F00676,2023-01-01,C10,R02,22
F00677,2023-01-01,I56,R09,17
F00678,2023-01-01,C10,R09,21
F00679,2023-01-01,C10,R03,22
F00680,2023-01-01,G47,R07,13
F00681,2023-01-01,C29,R06,22
F00682,2023-01-01,C29,R09,22
F00683,2023-01-01,I55,R03,20
F00684,2023-01-01,I56,R03,20
F00685,2023-01-01,I55,R08,31
F00686,2023-01-01,C10,R10,12
F00687,2023-01-01,G47,R08,15
F00688,2023-01-01,G47,R07,16
F00689,2023-01-01,I55,R10,23
F00690,2023-01-01,H49,R06,25
F00691,2023-01-01,C10,R03,21
F00692,2023-01-01,C10,R01,13
F00693,2023-01-01,H49,R09,22
F00694,2023-01-01,H49,R01,17
F00695,2023-01-01,G47,R07,18
F00696,2023-01-01,C10,R10,29
F00697,2023-01-01,C10,R02,28
F00698,2023-01-01,I56,R07,26
F00699,2023-01-01,C10,R04,27
F00700,2023-01-01,C10,R04,16
F00701,2023-01-01,H49,R05,15
F00702,2023-01-01,C29,R03,23
F00703,2023-01-01,G47,R09,27
F00704,2023-01-01,H49,R07,22
F00705,2023-01-01,C29,R06,22
F00706,2023-01-01,I56,R09,20
F00707,2023-01-01,I56,R09,26
F00708,2023-01-01,H49,R10,21
F00709,2023-01-01,G47,R10,25
F00710,2023-01-01,C29,R09,16
F00711,2023-01-01,I55,R08,17
F00712,2023-01-01,I55,R02,21
F00713,2023-01-01,C10,R06,21
F00714,2023-01-01,H49,R05,17
F00715,2023-01-01,H49,R08,25
F00716,2023-01-01,I55,R03,21
F00717,2023-01-01,I56,R10,21
F00718,2023-01-01,I56,R01,22
F00719,2023-01-01,I56,R01,21
F00720,2023-01-01,G47,R10,20
F00721,2023-01-01,H49,R09,16
F00722,2023-01-01,I56,R10,16
F00723,2023-01-01,C29,R01,24
F00724,2023-01-01,C10,R05,23
F00725,2023-01-01,C10,R09,20
F00726,2023-01-01,C10,R02,20
F00727,2023-01-01,I56,R08,19
F00728,2023-01-01,C29,R06,24
F00729,2023-01-01,I55,R04,27
F00730,2023-01-01,I55,R02,18
F00731,2023-01-01,C10,R05,34
F00732,2023-01-01,C29,R02,12
F00733,2023-01-01,I55,R08,23
F00734,2023-01-01,H49,R02,14
