firm_id,month,nace_code,region_code,turnover
F00021,2023-05-01,I56,R04,34355.32
F00021,2023-06-01,I56,R04,52055.45
F00021,2023-07-01,I56,R04,88711.26
F00021,2023-08-01,I56,R04,54853.64
F00021,2023-09-01,I56,R04,18500.63
F00021,2023-10-01,I56,R04,15334.66
F00021,2023-11-01,I56,R04,46484.86
F00021,2023-12-01,I56,R04,15159.1
F00022,2023-01-01,I55,R10,67505.89
F00022,2023-02-01,I55,R10,29592.66
F00022,2023-03-01,I55,R10,47064.53
F00022,2023-04-01,I55,R10,12942.57
F00022,2023-05-01,I55,R10,77852.25
F00022,2023-06-01,I55,R10,59375.03
F00022,2023-07-01,I55,R10,22119.6
F00022,2023-08-01,I55,R10,59644.69
F00022,2023-09-01,I55,R10,215544.16
F00022,2023-10-01,I55,R10,45003.77
F00022,2023-11-01,I55,R10,94700.48
F00022,2023-12-01,I55,R10,7765.09
F00023,2023-01-01,C29,R02,12492.02
F00023,2023-02-01,C29,R02,34066.06
F00023,2023-03-01,C29,R02,113233.25
F00023,2023-04-01,C29,R02,35246.51
F00023,2023-05-01,C29,R02,137450.79
F00023,2023-06-01,C29,R02,29794.93
F00023,2023-07-01,C29,R02,10237.51
F00023,2023-08-01,C29,R02,37791.85
F00023,2023-09-01,C29,R02,47763.46
F00023,2023-10-01,C29,R02,6499.98
F00023,2023-11-01,C29,R02,109208.47
F00023,2023-12-01,C29,R02,NA
F00024,2023-01-01,H49,R01,29956.4
F00024,2023-02-01,H49,R01,85187.87
F00024,2023-03-01,H49,R01,24933.85
F00024,2023-04-01,H49,R01,14964.89
F00024,2023-05-01,H49,R01,7259.53
F00024,2023-06-01,H49,R01,95433.84
F00024,2023-07-01,H49,R01,37564.13
F00024,2023-08-01,H49,R01,149342.41
F00024,2023-09-01,H49,R01,21979.34
F00024,2023-10-01,H49,R01,69478.69
F00024,2023-11-01,H49,R01,76700.96
F00024,2023-12-01,H49,R01,96689.29
F00025,2023-01-01,H49,R03,23851.17
F00025,2023-02-01,H49,R03,5149.67
F00025,2023-03-01,H49,R03,83674.82
F00025,2023-04-01,H49,R03,127031.49
F00025,2023-05-01,H49,R03,36093.81
F00025,2023-06-01,H49,R03,53536.43
F00025,2023-07-01,H49,R03,12732.66
F00025,2023-08-01,H49,R03,59673.3
F00025,2023-09-01,H49,R03,140268.15
F00025,2023-10-01,H49,R03,97005.44
F00025,2023-11-01,H49,R03,34592.38
F00025,2023-12-01,H49,R03,55971.55
F00026,2023-01-01,G47,R02,14447.74
F00026,2023-02-01,G47,R02,35737
F00026,2023-03-01,G47,R02,73743.3
F00026,2023-04-01,G47,R02,41067.11
F00026,2023-05-01,G47,R02,8915.81
F00026,2023-06-01,G47,R02,32199.78
F00026,2023-07-01,G47,R02,24268.89
F00026,2023-08-01,G47,R02,51758.65
F00026,2023-09-01,G47,R02,355107.25
F00026,2023-10-01,G47,R02,67012.82
F00026,2023-11-01,G47,R02,40233.87
F00026,2023-12-01,G47,R02,199619.22
F00027,2023-01-01,C10,R02,15979.23
F00027,2023-02-01,C10,R02,97028.42
F00027,2023-03-01,C10,R02,35367.42
F00027,2023-04-01,C10,R02,27458.7
F00027,2023-05-01,C10,R02,64344.85
F00027,2023-06-01,C10,R02,32191.99
F00027,2023-07-01,C10,R02,79929.1
F00027,2023-08-01,C10,R02,131713.49
F00027,2023-09-01,C10,R02,59675.48
F00027,2023-10-01,C10,R02,80852.18
F00027,2023-11-01,C10,R02,40643.85
F00027,2023-12-01,C10,R02,43569.04
F00028,2023-01-01,G47,R09,142679.77
F00028,2023-02-01,G47,R09,13763.08
F00028,2023-03-01,G47,R09,30600.34
F00028,2023-04-01,G47,R09,15485.98
F00028,2023-05-01,G47,R09,77741.9
F00028,2023-06-01,G47,R09,8019.24
F00028,2023-07-01,G47,R09,32757.65
F00028,2023-08-01,G47,R09,29997.89
F00028,2023-09-01,G47,R09,122003.51
F00028,2023-10-01,G47,R09,33284.42
F00028,2023-11-01,G47,R09,15739.74
F00028,2023-12-01,G47,R09,26182.58
F00029,2023-01-01,C29,R01,51811.41
F00029,2023-02-01,C29,R01,62629.81
F00029,2023-03-01,C29,R01,47144.61
F00029,2023-04-01,C29,R01,88730.81
F00029,2023-05-01,C29,R01,27685.71
F00029,2023-06-01,C29,R01,51107.99
F00029,2023-07-01,C29,R01,66714.05
F00029,2023-08-01,C29,R01,21446.28
F00029,2023-09-01,C29,R01,11793.57
F00029,2023-10-01,C29,R01,106967.29
F00029,2023-11-01,C29,R01,34836.31
F00029,2023-12-01,C29,R01,29106.62
F00030,2023-01-01,C10,R04,19093.29
F00030,2023-02-01,C10,R04,123690.18
F00030,2023-03-01,C10,R04,20479
F00030,2023-04-01,C10,R04,68669.53
F00030,2023-05-01,C10,R04,25726.02
F00030,2023-06-01,C10,R04,36026.16
F00030,2023-07-01,C10,R04,31654.72
F00030,2023-08-01,C10,R04,76482.46
F00030,2023-09-01,C10,R04,15793.83
F00030,2023-10-01,C10,R04,22094.37
F00030,2023-11-01,C10,R04,18297.08
F00030,2023-12-01,C10,R04,NA
F00031,2023-01-01,I56,R08,28169.15
F00031,2023-02-01,I56,R08,95659.56
F00031,2023-03-01,I56,R08,11123.22
F00031,2023-04-01,I56,R08,NA
F00031,2023-05-01,I56,R08,90167.86
F00031,2023-06-01,I56,R08,36863.35
F00031,2023-07-01,I56,R08,89128.33
F00031,2023-08-01,I56,R08,13582.22
F00031,2023-09-01,I56,R08,69311.2
F00031,2023-10-01,I56,R08,10005.11
F00031,2023-11-01,I56,R08,31104.49
F00031,2023-12-01,I56,R08,11014.54
F00032,2023-01-01,C29,R04,47232.35
F00032,2023-02-01,C29,R04,129437.41
F00032,2023-03-01,C29,R04,18083.49
F00032,2023-04-01,C29,R04,60092.31
F00032,2023-05-01,C29,R04,51833.11
F00032,2023-06-01,C29,R04,53228.51
F00032,2023-07-01,C29,R04,87711.23
F00032,2023-08-01,C29,R04,38265.28
F00032,2023-09-01,C29,R04,8537.83
F00032,2023-10-01,C29,R04,61947
F00032,2023-11-01,C29,R04,31927.51
F00032,2023-12-01,C29,R04,19542.24
F00033,2023-01-01,I56,R10,31205.28
F00033,2023-02-01,I56,R10,39521.49
F00033,2023-03-01,I56,R10,78240.85
F00033,2023-04-01,I56,R10,48422.4
F00033,2023-05-01,I56,R10,7602.66
F00033,2023-06-01,I56,R10,43902.9
F00033,2023-07-01,I56,R10,6816.81
F00033,2023-08-01,I56,R10,40044.54
F00033,2023-09-01,I56,R10,22964.6
F00033,2023-10-01,I56,R10,130371.77
F00033,2023-11-01,I56,R10,23217.25
F00033,2023-12-01,I56,R10,5016.95
F00034,2023-01-01,C29,R07,49099.74
F00034,2023-02-01,C29,R07,45505.69
F00034,2023-03-01,C29,R07,57504.59
F00034,2023-04-01,C29,R07,25987
F00034,2023-05-01,C29,R07,72482.25
F00034,2023-06-01,C29,R07,66796.5
F00034,2023-07-01,C29,R07,15926.26
F00034,2023-08-01,C29,R07,NA
F00034,2023-09-01,C29,R07,59343.17
F00034,2023-10-01,C29,R07,26140.58
F00034,2023-11-01,C29,R07,38072.38
F00034,2023-12-01,C29,R07,21938.56
F00035,2023-01-01,C10,R03,149126.98
F00035,2023-02-01,C10,R03,58563.54
F00035,2023-03-01,C10,R03,139268.8
F00035,2023-04-01,C10,R03,27969.19
F00035,2023-05-01,C10,R03,38403.52
F00035,2023-06-01,C10,R03,55225.63
F00035,2023-07-01,C10,R03,69651.66
F00035,2023-08-01,C10,R03,21071.99
F00035,2023-09-01,C10,R03,35887.15
F00035,2023-10-01,C10,R03,81947.57
F00035,2023-11-01,C10,R03,48893.31
F00035,2023-12-01,C10,R03,23918.59
F00036,2023-01-01,H49,R09,42114.25
F00036,2023-02-01,H49,R09,28417.74
F00036,2023-03-01,H49,R09,25995.39
F00036,2023-04-01,H49,R09,14917.47
F00036,2023-05-01,H49,R09,65449
F00036,2023-06-01,H49,R09,236771.16
F00036,2023-07-01,H49,R09,54678.29
F00036,2023-08-01,H49,R09,42231.4
F00036,2023-09-01,H49,R09,21901.67
F00036,2023-10-01,H49,R09,10946.82
F00036,2023-11-01,H49,R09,82836.05
F00036,2023-12-01,H49,R09,22026.69
F00037,2023-01-01,I55,R06,22289.28
F00037,2023-02-01,I55,R06,52706.08
F00037,2023-03-01,I55,R06,87556.77
F00037,2023-04-01,I55,R06,19958.65
F00037,2023-05-01,I55,R06,37585.97
F00037,2023-06-01,I55,R06,NA
F00037,2023-07-01,I55,R06,92635.9
F00037,2023-08-01,I55,R06,39461.49
F00037,2023-09-01,I55,R06,18174.14
F00037,2023-10-01,I55,R06,35767.86
F00037,2023-11-01,I55,R06,84999.08
F00037,2023-12-01,I55,R06,13344.39
F00038,2023-01-01,C29,R02,21342.63
F00038,2023-02-01,C29,R02,138955.17
F00038,2023-03-01,C29,R02,99635.14
F00038,2023-04-01,C29,R02,22506.86
F00038,2023-05-01,C29,R02,43934.3
F00038,2023-06-01,C29,R02,83436.9
F00038,2023-07-01,C29,R02,120795.26
F00038,2023-08-01,C29,R02,102124.58
F00038,2023-09-01,C29,R02,58300.37
F00038,2023-10-01,C29,R02,53470.59
F00038,2023-11-01,C29,R02,8745.05
F00038,2023-12-01,C29,R02,127092.9
F00039,2023-01-01,G47,R01,35379.36
F00039,2023-02-01,G47,R01,22636.23
F00039,2023-03-01,G47,R01,9251.47
F00039,2023-04-01,G47,R01,44619.3
F00039,2023-05-01,G47,R01,20581.31
F00039,2023-06-01,G47,R01,16874.24
F00039,2023-07-01,G47,R01,16298.58
F00039,2023-08-01,G47,R01,36803.34
F00039,2023-09-01,G47,R01,53551.15
F00039,2023-10-01,G47,R01,18414
F00039,2023-11-01,G47,R01,17442.94
F00039,2023-12-01,G47,R01,20192.9
F00040,2023-01-01,G47,R01,58343.89
F00040,2023-02-01,G47,R01,21680.39
F00040,2023-03-01,G47,R01,19795.67
F00040,2023-04-01,G47,R01,26514.6
F00040,2023-05-01,G47,R01,32527.31
F00040,2023-06-01,G47,R01,5736.86
F00040,2023-07-01,G47,R01,54824.01
F00040,2023-08-01,G47,R01,43857.84
F00040,2023-09-01,G47,R01,76292.99
F00040,2023-10-01,G47,R01,78279.3
F00040,2023-11-01,G47,R01,26162.76
F00040,2023-12-01,G47,R01,42771.76
F00041,2023-01-01,I56,R08,57205.67
F00041,2023-02-01,I56,R08,20427.11
F00041,2023-03-01,I56,R08,93346.68
F00041,2023-04-01,I56,R08,10451.43
F00041,2023-05-01,I56,R08,30739.33
F00041,2023-06-01,I56,R08,12855.52
F00041,2023-07-01,I56,R08,8369.3
F00041,2023-08-01,I56,R08,21217.41
F00041,2023-09-01,I56,R08,31809.52
F00041,2023-10-01,I56,R08,19362.19
F00041,2023-11-01,I56,R08,43235.76
F00041,2023-12-01,I56,R08,60818.51
F00042,2023-01-01,C10,R09,48833.79
F00042,2023-02-01,C10,R09,68424.62
F00042,2023-03-01,C10,R09,16563.41
F00042,2023-04-01,C10,R09,49729.25
F00042,2023-05-01,C10,R09,18422.56
F00042,2023-06-01,C10,R09,46372.95
F00042,2023-07-01,C10,R09,18655
F00042,2023-08-01,C10,R09,40962.25
F00042,2023-09-01,C10,R09,9421.65
F00042,2023-10-01,C10,R09,23136.85
F00042,2023-11-01,C10,R09,122243.73
F00042,2023-12-01,C10,R09,81391.78
F00043,2023-01-01,C29,R06,51833.61
F00043,2023-02-01,C29,R06,19499.67
F00043,2023-03-01,C29,R06,48847.96
F00043,2023-04-01,C29,R06,18717.89
F00043,2023-05-01,C29,R06,8958.18
F00043,2023-06-01,C29,R06,103039.98
F00043,2023-07-01,C29,R06,18668.12
F00043,2023-08-01,C29,R06,28866.97
F00043,2023-09-01,C29,R06,17242.26
F00043,2023-10-01,C29,R06,18873.92
F00043,2023-11-01,C29,R06,15920.27
F00043,2023-12-01,C29,R06,34201.76
F00044,2023-01-01,I56,R08,29232.73
F00044,2023-02-01,I56,R08,23604.76
F00044,2023-03-01,I56,R08,79580.97
F00044,2023-04-01,I56,R08,19940.5
F00044,2023-05-01,I56,R08,28777.26
F00044,2023-06-01,I56,R08,23650.54
F00044,2023-07-01,I56,R08,65483.71
F00044,2023-08-01,I56,R08,76574.88
F00044,2023-09-01,I56,R08,20796.34
F00044,2023-10-01,I56,R08,55844.76
F00044,2023-11-01,I56,R08,81184.33
F00044,2023-12-01,I56,R08,9702.03
F00045,2023-01-01,G47,R02,42603.82
F00045,2023-02-01,G47,R02,16988.9
F00045,2023-03-01,G47,R02,17168.4
F00045,2023-04-01,G47,R02,26687.68
F00045,2023-05-01,G47,R02,31657.64
F00045,2023-06-01,G47,R02,66381.55
F00045,2023-07-01,G47,R02,87170.26
F00045,2023-08-01,G47,R02,NA
F00045,2023-09-01,G47,R02,65013.47
F00045,2023-10-01,G47,R02,22928.19
F00045,2023-11-01,G47,R02,79248.99
F00045,2023-12-01,G47,R02,54075.96
F00046,2023-01-01,H49,R04,169373.55
F00046,2023-02-01,H49,R04,98444.88
F00046,2023-03-01,H49,R04,123196.58
F00046,2023-04-01,H49,R04,30795.2
F00046,2023-05-01,H49,R04,76581.14
F00046,2023-06-01,H49,R04,36681.25
F00046,2023-07-01,H49,R04,33013.51
F00046,2023-08-01,H49,R04,29979.08
F00046,2023-09-01,H49,R04,34532.84
F00046,2023-10-01,H49,R04,78438.96
F00046,2023-11-01,H49,R04,127106.84
F00046,2023-12-01,H49,R04,64257.33
F00047,2023-01-01,H49,R08,56625.23
F00047,2023-02-01,H49,R08,68639.35
F00047,2023-03-01,H49,R08,11230.24
F00047,2023-04-01,H49,R08,37946.24
F00047,2023-05-01,H49,R08,30057.76
F00047,2023-06-01,H49,R08,11270.56
F00047,2023-07-01,H49,R08,45444.77
F00047,2023-08-01,H49,R08,93758.45
F00047,2023-09-01,H49,R08,37993.12
F00047,2023-10-01,H49,R08,10768.77
F00047,2023-11-01,H49,R08,36767.74
F00047,2023-12-01,H49,R08,88259.84
F00048,2023-01-01,G47,R01,18580.99
F00048,2023-02-01,G47,R01,6809.64
F00048,2023-03-01,G47,R01,97229.74
F00048,2023-04-01,G47,R01,215713.14
F00048,2023-05-01,G47,R01,109988.44
F00048,2023-06-01,G47,R01,55374.67
F00048,2023-07-01,G47,R01,37921.62
F00048,2023-08-01,G47,R01,43123.09
F00048,2023-09-01,G47,R01,59008.49
F00048,2023-10-01,G47,R01,46861.9
F00048,2023-11-01,G47,R01,18471.83
F00048,2023-12-01,G47,R01,23479.47
F00049,2023-01-01,I55,R05,37998.36
F00049,2023-02-01,I55,R05,32300.67
F00049,2023-03-01,I55,R05,76362.22
F00049,2023-04-01,I55,R05,100613.95
F00049,2023-05-01,I55,R05,45086.83
F00049,2023-06-01,I55,R05,92346.94
F00049,2023-07-01,I55,R05,58417.64
F00049,2023-08-01,I55,R05,69788.27
F00049,2023-09-01,I55,R05,31219.38
F00049,2023-10-01,I55,R05,15857.93
F00049,2023-11-01,I55,R05,47245.06
F00049,2023-12-01,I55,R05,42219.95
F00050,2023-01-01,H49,R02,36680.66
F00050,2023-02-01,H49,R02,11900.87
F00050,2023-03-01,H49,R02,58026.85
F00050,2023-04-01,H49,R02,142553.74
F00050,2023-05-01,H49,R02,85831.51
F00050,2023-06-01,H49,R02,110117.15
F00050,2023-07-01,H49,R02,30532.31
F00050,2023-08-01,H49,R02,46427.38
F00050,2023-09-01,H49,R02,17952.7
F00050,2023-10-01,H49,R02,33353.89
F00050,2023-11-01,H49,R02,23144.27
F00050,2023-12-01,H49,R02,131184.71
F00051,2023-01-01,C10,R05,16352.29
F00051,2023-02-01,C10,R05,28067.94
F00051,2023-03-01,C10,R05,32690.92
F00051,2023-04-01,C10,R05,22566.37
F00051,2023-05-01,C10,R05,19242.46
F00051,2023-06-01,C10,R05,20516.89
F00051,2023-07-01,C10,R05,77157.4
F00051,2023-08-01,C10,R05,7305.62
F00051,2023-09-01,C10,R05,13819.24
F00051,2023-10-01,C10,R05,571460.25
F00051,2023-11-01,C10,R05,48719.74
F00051,2023-12-01,C10,R05,13491.62
F00052,2023-01-01,H49,R06,34059.85
F00052,2023-02-01,H49,R06,48815.67
F00052,2023-03-01,H49,R06,12506.29
F00052,2023-04-01,H49,R06,31413.84
F00052,2023-05-01,H49,R06,14540.3
F00052,2023-06-01,H49,R06,28958.9
F00052,2023-07-01,H49,R06,90216.31
F00052,2023-08-01,H49,R06,49507.89
F00052,2023-09-01,H49,R06,41469.02
F00052,2023-10-01,H49,R06,14568.93
F00052,2023-11-01,H49,R06,47079.49
F00052,2023-12-01,H49,R06,5849.07
F00053,2023-01-01,I55,R09,38178.21
F00053,2023-02-01,I55,R09,28054.97
F00053,2023-03-01,I55,R09,33854.41
F00053,2023-04-01,I55,R09,52873.89
F00053,2023-05-01,I55,R09,46603.32
F00053,2023-06-01,I55,R09,83759.54
F00053,2023-07-01,I55,R09,120931.92
F00053,2023-08-01,I55,R09,91185.04
F00053,2023-09-01,I55,R09,44076.57
F00053,2023-10-01,I55,R09,4408.25
F00053,2023-11-01,I55,R09,9020.74
F00053,2023-12-01,I55,R09,86860.23
