firm_id,month,nace_code,region_code,employees
F00008,2023-08-01,G47,R07,21
F00008,2023-09-01,G47,R07,20
F00008,2023-10-01,G47,R07,15
F00008,2023-11-01,G47,R07,21
F00008,2023-12-01,G47,R07,22
F00009,2023-01-01,I55,R05,20
F00009,2023-02-01,I55,R05,25
F00009,2023-03-01,I55,R05,12
F00009,2023-04-01,I55,R05,24
F00009,2023-05-01,I55,R05,15
F00009,2023-06-01,I55,R05,13
F00009,2023-07-01,I55,R05,16
F00009,2023-08-01,I55,R05,23
F00009,2023-09-01,I55,R05,23
F00009,2023-10-01,I55,R05,18
F00009,2023-11-01,I55,R05,20
F00009,2023-12-01,I55,R05,16
F00010,2023-01-01,I55,R07,19
F00010,2023-02-01,I55,R07,19
F00010,2023-03-01,I55,R07,16
F00010,2023-04-01,I55,R07,20
F00010,2023-05-01,I55,R07,18
F00010,2023-06-01,I55,R07,22
F00010,2023-07-01,I55,R07,17
F00010,2023-08-01,I55,R07,14
F00010,2023-09-01,I55,R07,17
F00010,2023-10-01,I55,R07,20
F00010,2023-11-01,I55,R07,24
F00010,2023-12-01,I55,R07,11
F00011,2023-01-01,G47,R05,20
F00011,2023-02-01,G47,R05,20
F00011,2023-03-01,G47,R05,17
F00011,2023-04-01,G47,R05,13
F00011,2023-05-01,G47,R05,14
F00011,2023-06-01,G47,R05,29
F00011,2023-07-01,G47,R05,14
F00011,2023-08-01,G47,R05,24
F00011,2023-09-01,G47,R05,19
F00011,2023-10-01,G47,R05,19
F00011,2023-11-01,G47,R05,20
F00011,2023-12-01,G47,R05,27
F00012,2023-01-01,C10,R01,21
F00012,2023-02-01,C10,R01,18
F00012,2023-03-01,C10,R01,25
F00012,2023-04-01,C10,R01,19
F00012,2023-05-01,C10,R01,10
F00012,2023-06-01,C10,R01,16
F00012,2023-07-01,C10,R01,25
F00012,2023-08-01,C10,R01,27
F00012,2023-09-01,C10,R01,15
F00012,2023-10-01,C10,R01,27
F00012,2023-11-01,C10,R01,14
F00012,2023-12-01,C10,R01,17
F00013,2023-01-01,G47,R09,19
F00013,2023-02-01,G47,R09,19
F00013,2023-03-01,G47,R09,25
F00013,2023-04-01,G47,R09,14
F00013,2023-05-01,G47,R09,23
F00013,2023-06-01,G47,R09,18
F00013,2023-07-01,G47,R09,24
F00013,2023-08-01,G47,R09,23
F00013,2023-09-01,G47,R09,16
F00013,2023-10-01,G47,R09,16
F00013,2023-11-01,G47,R09,19
F00013,2023-12-01,G47,R09,29
F00014,2023-01-01,C10,R06,16
F00014,2023-02-01,C10,R06,24
F00014,2023-03-01,C10,R06,24
F00014,2023-04-01,C10,R06,15
F00014,2023-05-01,C10,R06,16
F00014,2023-06-01,C10,R06,20
F00014,2023-07-01,C10,R06,25
F00014,2023-08-01,C10,R06,17
F00014,2023-09-01,C10,R06,19
F00014,2023-10-01,C10,R06,20
F00014,2023-11-01,C10,R06,17
F00014,2023-12-01,C10,R06,7
F00015,2023-01-01,I56,R08,21
F00015,2023-02-01,I56,R08,17
F00015,2023-03-01,I56,R08,18
F00015,2023-04-01,I56,R08,18
F00015,2023-05-01,I56,R08,20
F00015,2023-06-01,I56,R08,21
F00015,2023-07-01,I56,R08,16
F00015,2023-08-01,I56,R08,17
F00015,2023-09-01,I56,R08,18
F00015,2023-10-01,I56,R08,25
F00015,2023-11-01,I56,R08,19
F00015,2023-12-01,I56,R08,16
F00016,2023-01-01,I56,R03,21
F00016,2023-02-01,I56,R03,15
F00016,2023-03-01,I56,R03,18
F00016,2023-04-01,I56,R03,25
F00016,2023-05-01,I56,R03,19
F00016,2023-06-01,I56,R03,20
F00016,2023-07-01,I56,R03,23
F00016,2023-08-01,I56,R03,25
F00016,2023-09-01,I56,R03,18
F00016,2023-10-01,I56,R03,21
F00016,2023-11-01,I56,R03,20
F00016,2023-12-01,I56,R03,25
F00017,2023-01-01,I56,R03,14
F00017,2023-02-01,I56,R03,19
F00017,2023-03-01,I56,R03,20
F00017,2023-04-01,I56,R03,23
F00017,2023-05-01,I56,R03,30
F00017,2023-06-01,I56,R03,23
F00017,2023-07-01,I56,R03,20
F00017,2023-08-01,I56,R03,16
F00017,2023-09-01,I56,R03,23
F00017,2023-10-01,I56,R03,22
F00017,2023-11-01,I56,R03,18
F00017,2023-12-01,I56,R03,17
F00018,2023-01-01,C10,R02,15
F00018,2023-02-01,C10,R02,29
F00018,2023-03-01,C10,R02,19
F00018,2023-04-01,C10,R02,21
F00018,2023-05-01,C10,R02,13
F00018,2023-06-01,C10,R02,23
F00018,2023-07-01,C10,R02,29
F00018,2023-08-01,C10,R02,23
F00018,2023-09-01,C10,R02,29
F00018,2023-10-01,C10,R02,18
F00018,2023-11-01,C10,R02,19
F00018,2023-12-01,C10,R02,18
F00019,2023-01-01,I56,R03,19
F00019,2023-02-01,I56,R03,22
F00019,2023-03-01,I56,R03,23
F00019,2023-04-01,I56,R03,16
F00019,2023-05-01,I56,R03,17
F00019,2023-06-01,I56,R03,13
F00019,2023-07-01,I56,R03,23
F00019,2023-08-01,I56,R03,15
F00019,2023-09-01,I56,R03,21
F00019,2023-10-01,I56,R03,17
F00019,2023-11-01,I56,R03,13
F00019,2023-12-01,I56,R03,20
F00020,2023-01-01,I55,R05,19
F00020,2023-02-01,I55,R05,21
F00020,2023-03-01,I55,R05,16
F00020,2023-04-01,I55,R05,28
F00020,2023-05-01,I55,R05,25
F00020,2023-06-01,I55,R05,24
F00020,2023-07-01,I55,R05,15
F00020,2023-08-01,I55,R05,23
F00020,2023-09-01,I55,R05,21
F00020,2023-10-01,I55,R05,23
F00020,2023-11-01,I55,R05,26
F00020,2023-12-01,I55,R05,32
F00021,2023-01-01,I56,R04,22
F00021,2023-02-01,I56,R04,25
F00021,2023-03-01,I56,R04,22
F00021,2023-04-01,I56,R04,24
F00021,2023-05-01,I56,R04,23
F00021,2023-06-01,I56,R04,15
F00021,2023-07-01,I56,R04,16
F00021,2023-08-01,I56,R04,20
F00021,2023-09-01,I56,R04,25
F00021,2023-10-01,I56,R04,16
F00021,2023-11-01,I56,R04,20
F00021,2023-12-01,I56,R04,18
F00022,2023-01-01,I55,R10,25
F00022,2023-02-01,I55,R10,22
F00022,2023-03-01,I55,R10,22
F00022,2023-04-01,I55,R10,23
F00022,2023-05-01,I55,R10,26
F00022,2023-06-01,I55,R10,17
F00022,2023-07-01,I55,R10,30
F00022,2023-08-01,I55,R10,18
F00022,2023-09-01,I55,R10,18
F00022,2023-10-01,I55,R10,10
F00022,2023-11-01,I55,R10,10
F00022,2023-12-01,I55,R10,25
F00023,2023-01-01,C29,R02,19
F00023,2023-02-01,C29,R02,21
F00023,2023-03-01,C29,R02,16
F00023,2023-04-01,C29,R02,20
F00023,2023-05-01,C29,R02,17
F00023,2023-06-01,C29,R02,19
F00023,2023-07-01,C29,R02,19
F00023,2023-08-01,C29,R02,28
F00023,2023-09-01,C29,R02,22
F00023,2023-10-01,C29,R02,22
F00023,2023-11-01,C29,R02,15
F00023,2023-12-01,C29,R02,15
F00024,2023-01-01,H49,R01,17
F00024,2023-02-01,H49,R01,17
F00024,2023-03-01,H49,R01,18
F00024,2023-04-01,H49,R01,13
F00024,2023-05-01,H49,R01,13
F00024,2023-06-01,H49,R01,20
F00024,2023-07-01,H49,R01,17
F00024,2023-08-01,H49,R01,13
F00024,2023-09-01,H49,R01,16
F00024,2023-10-01,H49,R01,18
F00024,2023-11-01,H49,R01,12
F00024,2023-12-01,H49,R01,21
F00025,2023-01-01,H49,R03,19
F00025,2023-02-01,H49,R03,19
F00025,2023-03-01,H49,R03,27
F00025,2023-04-01,H49,R03,22
F00025,2023-05-01,H49,R03,18
F00025,2023-06-01,H49,R03,21
F00025,2023-07-01,H49,R03,23
F00025,2023-08-01,H49,R03,14
F00025,2023-09-01,H49,R03,22
F00025,2023-10-01,H49,R03,22
F00025,2023-11-01,H49,R03,18
F00025,2023-12-01,H49,R03,29
F00026,2023-01-01,G47,R02,18
F00026,2023-02-01,G47,R02,15
F00026,2023-03-01,G47,R02,20
F00026,2023-04-01,G47,R02,18
F00026,2023-05-01,G47,R02,22
F00026,2023-06-01,G47,R02,19
F00026,2023-07-01,G47,R02,25
F00026,2023-08-01,G47,R02,16
F00026,2023-09-01,G47,R02,23
F00026,2023-10-01,G47,R02,23
F00026,2023-11-01,G47,R02,24
F00026,2023-12-01,G47,R02,20
F00027,2023-01-01,C10,R02,21
F00027,2023-02-01,C10,R02,22
F00027,2023-03-01,C10,R02,20
F00027,2023-04-01,C10,R02,20
F00027,2023-05-01,C10,R02,18
F00027,2023-06-01,C10,R02,21
F00027,2023-07-01,C10,R02,14
F00027,2023-08-01,C10,R02,19
F00027,2023-09-01,C10,R02,20
F00027,2023-10-01,C10,R02,20
F00027,2023-11-01,C10,R02,23
F00027,2023-12-01,C10,R02,20
F00028,2023-01-01,G47,R09,18
F00028,2023-02-01,G47,R09,17
F00028,2023-03-01,G47,R09,25
F00028,2023-04-01,G47,R09,23
F00028,2023-05-01,G47,R09,18
F00028,2023-06-01,G47,R09,28
F00028,2023-07-01,G47,R09,14
F00028,2023-08-01,G47,R09,31
F00028,2023-09-01,G47,R09,NA
F00028,2023-10-01,G47,R09,23
F00028,2023-11-01,G47,R09,22
F00028,2023-12-01,G47,R09,20
F00029,2023-01-01,C29,R01,15
F00029,2023-02-01,C29,R01,20
F00029,2023-03-01,C29,R01,12
F00029,2023-04-01,C29,R01,20
F00029,2023-05-01,C29,R01,23
F00029,2023-06-01,C29,R01,15
F00029,2023-07-01,C29,R01,22
F00029,2023-08-01,C29,R01,10
F00029,2023-09-01,C29,R01,16
F00029,2023-10-01,C29,R01,14
F00029,2023-11-01,C29,R01,19
F00029,2023-12-01,C29,R01,23
F00030,2023-01-01,C10,R04,22
F00030,2023-02-01,C10,R04,17
F00030,2023-03-01,C10,R04,16
F00030,2023-04-01,C10,R04,23
F00030,2023-05-01,C10,R04,23
F00030,2023-06-01,C10,R04,17
F00030,2023-07-01,C10,R04,13
F00030,2023-08-01,C10,R04,25
F00030,2023-09-01,C10,R04,25
F00030,2023-10-01,C10,R04,21
F00030,2023-11-01,C10,R04,26
F00030,2023-12-01,C10,R04,20
F00031,2023-01-01,I56,R08,10
F00031,2023-02-01,I56,R08,25
F00031,2023-03-01,I56,R08,23
F00031,2023-04-01,I56,R08,30
F00031,2023-05-01,I56,R08,20
F00031,2023-06-01,I56,R08,24
F00031,2023-07-01,I56,R08,16
F00031,2023-08-01,I56,R08,28
F00031,2023-09-01,I56,R08,15
F00031,2023-10-01,I56,R08,27
F00031,2023-11-01,I56,R08,19
F00031,2023-12-01,I56,R08,26
F00032,2023-01-01,C29,R04,22
F00032,2023-02-01,C29,R04,19
F00032,2023-03-01,C29,R04,24
F00032,2023-04-01,C29,R04,16
F00032,2023-05-01,C29,R04,9
F00032,2023-06-01,C29,R04,27
F00032,2023-07-01,C29,R04,20
F00032,2023-08-01,C29,R04,29
F00032,2023-09-01,C29,R04,21
F00032,2023-10-01,C29,R04,18
F00032,2023-11-01,C29,R04,24
F00032,2023-12-01,C29,R04,16
F00033,2023-01-01,I56,R10,15
F00033,2023-02-01,I56,R10,24
F00033,2023-03-01,I56,R10,19
F00033,2023-04-01,I56,R10,17
F00033,2023-05-01,I56,R10,26
F00033,2023-06-01,I56,R10,12
F00033,2023-07-01,I56,R10,17
F00033,2023-08-01,I56,R10,28
F00033,2023-09-01,I56,R10,18
F00033,2023-10-01,I56,R10,18
F00033,2023-11-01,I56,R10,21
F00033,2023-12-01,I56,R10,18
F00034,2023-01-01,C29,R07,22
F00034,2023-02-01,C29,R07,17
F00034,2023-03-01,C29,R07,18
F00034,2023-04-01,C29,R07,17
F00034,2023-05-01,C29,R07,15
F00034,2023-06-01,C29,R07,22
F00034,2023-07-01,C29,R07,25
F00034,2023-08-01,C29,R07,22
F00034,2023-09-01,C29,R07,10
F00034,2023-10-01,C29,R07,22
F00034,2023-11-01,C29,R07,26
F00034,2023-12-01,C29,R07,20
F00035,2023-01-01,C10,R03,22
F00035,2023-02-01,C10,R03,20
F00035,2023-03-01,C10,R03,25
F00035,2023-04-01,C10,R03,26
F00035,2023-05-01,C10,R03,25
F00035,2023-06-01,C10,R03,20
F00035,2023-07-01,C10,R03,22
F00035,2023-08-01,C10,R03,22
F00035,2023-09-01,C10,R03,19
F00035,2023-10-01,C10,R03,20
F00035,2023-11-01,C10,R03,17
F00035,2023-12-01,C10,R03,20
F00036,2023-01-01,H49,R09,15
F00036,2023-02-01,H49,R09,14
F00036,2023-03-01,H49,R09,19
F00036,2023-04-01,H49,R09,12
F00036,2023-05-01,H49,R09,24
F00036,2023-06-01,H49,R09,18
F00036,2023-07-01,H49,R09,25
F00036,2023-08-01,H49,R09,21
F00036,2023-09-01,H49,R09,16
F00036,2023-10-01,H49,R09,31
F00036,2023-11-01,H49,R09,26
F00036,2023-12-01,H49,R09,17
F00037,2023-01-01,I55,R06,23
F00037,2023-02-01,I55,R06,20
F00037,2023-03-01,I55,R06,21
F00037,2023-04-01,I55,R06,21
F00037,2023-05-01,I55,R06,25
F00037,2023-06-01,I55,R06,26
F00037,2023-07-01,I55,R06,17
F00037,2023-08-01,I55,R06,18
F00037,2023-09-01,I55,R06,11
F00037,2023-10-01,I55,R06,17
F00037,2023-11-01,I55,R06,17
F00037,2023-12-01,I55,R06,20
F00038,2023-01-01,C29,R02,13
F00038,2023-02-01,C29,R02,14
F00038,2023-03-01,C29,R02,28
F00038,2023-04-01,C29,R02,16
F00038,2023-05-01,C29,R02,13
F00038,2023-06-01,C29,R02,25
F00038,2023-07-01,C29,R02,19
F00038,2023-08-01,C29,R02,23
F00038,2023-09-01,C29,R02,NA
F00038,2023-10-01,C29,R02,17
F00038,2023-11-01,C29,R02,23
F00038,2023-12-01,C29,R02,19
F00039,2023-01-01,G47,R01,19
F00039,2023-02-01,G47,R01,24
F00039,2023-03-01,G47,R01,15
F00039,2023-04-01,G47,R01,19
F00039,2023-05-01,G47,R01,16
F00039,2023-06-01,G47,R01,19
F00039,2023-07-01,G47,R01,20
F00039,2023-08-01,G47,R01,22
F00039,2023-09-01,G47,R01,24
F00039,2023-10-01,G47,R01,22
F00039,2023-11-01,G47,R01,17
F00039,2023-12-01,G47,R01,16
F00040,2023-01-01,G47,R01,17
F00040,2023-02-01,G47,R01,17
F00040,2023-03-01,G47,R01,20
F00040,2023-04-01,G47,R01,24
F00040,2023-05-01,G47,R01,20
F00040,2023-06-01,G47,R01,22
F00040,2023-07-01,G47,R01,13
F00040,2023-08-01,G47,R01,18
F00040,2023-09-01,G47,R01,21
F00040,2023-10-01,G47,R01,18
F00040,2023-11-01,G47,R01,21
F00040,2023-12-01,G47,R01,24
F00041,2023-01-01,I56,R08,23
F00041,2023-02-01,I56,R08,21
F00041,2023-03-01,I56,R08,22
F00041,2023-04-01,I56,R08,20
F00041,2023-05-01,I56,R08,15
F00041,2023-06-01,I56,R08,14
F00041,2023-07-01,I56,R08,22
F00041,2023-08-01,I56,R08,14
F00041,2023-09-01,I56,R08,24
F00041,2023-10-01,I56,R08,23
F00041,2023-11-01,I56,R08,26
F00041,2023-12-01,I56,R08,19
F00042,2023-01-01,C10,R09,21
F00042,2023-02-01,C10,R09,22
F00042,2023-03-01,C10,R09,17
F00042,2023-04-01,C10,R09,NA
F00042,2023-05-01,C10,R09,18
F00042,2023-06-01,C10,R09,32
F00042,2023-07-01,C10,R09,14
F00042,2023-08-01,C10,R09,12
F00042,2023-09-01,C10,R09,20
F00042,2023-10-01,C10,R09,22
F00042,2023-11-01,C10,R09,25
F00042,2023-12-01,C10,R09,22
F00043,2023-01-01,C29,R06,20
F00043,2023-02-01,C29,R06,23
F00043,2023-03-01,C29,R06,20
F00043,2023-04-01,C29,R06,20
F00043,2023-05-01,C29,R06,16
F00043,2023-06-01,C29,R06,22
F00043,2023-07-01,C29,R06,20
F00043,2023-08-01,C29,R06,NA
F00043,2023-09-01,C29,R06,24
F00043,2023-10-01,C29,R06,22
F00043,2023-11-01,C29,R06,28
F00043,2023-12-01,C29,R06,20
F00044,2023-01-01,I56,R08,18
F00044,2023-02-01,I56,R08,22
F00044,2023-03-01,I56,R08,20
F00044,2023-04-01,I56,R08,14
F00044,2023-05-01,I56,R08,16
F00044,2023-06-01,I56,R08,19
F00044,2023-07-01,I56,R08,25
F00044,2023-08-01,I56,R08,23
F00044,2023-09-01,I56,R08,23
F00044,2023-10-01,I56,R08,24
F00044,2023-11-01,I56,R08,13
F00044,2023-12-01,I56,R08,18
F00045,2023-01-01,G47,R02,13
F00045,2023-02-01,G47,R02,27
F00045,2023-03-01,G47,R02,22
F00045,2023-04-01,G47,R02,24
F00045,2023-05-01,G47,R02,11
F00045,2023-06-01,G47,R02,22
F00045,2023-07-01,G47,R02,17
F00045,2023-08-01,G47,R02,24
F00045,2023-09-01,G47,R02,19
F00045,2023-10-01,G47,R02,20
F00045,2023-11-01,G47,R02,17
F00045,2023-12-01,G47,R02,19
F00046,2023-01-01,H49,R04,28
F00046,2023-02-01,H49,R04,21
F00046,2023-03-01,H49,R04,19
F00046,2023-04-01,H49,R04,11
F00046,2023-05-01,H49,R04,25
F00046,2023-06-01,H49,R04,18
F00046,2023-07-01,H49,R04,13
F00046,2023-08-01,H49,R04,14
F00046,2023-09-01,H49,R04,23
F00046,2023-10-01,H49,R04,26
F00046,2023-11-01,H49,R04,25
F00046,2023-12-01,H49,R04,28
F00047,2023-01-01,H49,R08,23
F00047,2023-02-01,H49,R08,28
F00047,2023-03-01,H49,R08,29
F00047,2023-04-01,H49,R08,18
F00047,2023-05-01,H49,R08,15
F00047,2023-06-01,H49,R08,25
F00047,2023-07-01,H49,R08,16
F00047,2023-08-01,H49,R08,16
F00047,2023-09-01,H49,R08,24
F00047,2023-10-01,H49,R08,23
F00047,2023-11-01,H49,R08,25
F00047,2023-12-01,H49,R08,20
F00048,2023-01-01,G47,R01,16
F00048,2023-02-01,G47,R01,26
F00048,2023-03-01,G47,R01,27
F00048,2023-04-01,G47,R01,21
F00048,2023-05-01,G47,R01,21
F00048,2023-06-01,G47,R01,21
F00048,2023-07-01,G47,R01,20
F00048,2023-08-01,G47,R01,17
F00048,2023-09-01,G47,R01,25
F00048,2023-10-01,G47,R01,13
F00048,2023-11-01,G47,R01,17
F00048,2023-12-01,G47,R01,20
F00049,2023-01-01,I55,R05,21
F00049,2023-02-01,I55,R05,23
F00049,2023-03-01,I55,R05,22
F00049,2023-04-01,I55,R05,19
F00049,2023-05-01,I55,R05,29
F00049,2023-06-01,I55,R05,14
F00049,2023-07-01,I55,R05,19
F00049,2023-08-01,I55,R05,22
F00049,2023-09-01,I55,R05,18
F00049,2023-10-01,I55,R05,19
F00049,2023-11-01,I55,R05,18
F00049,2023-12-01,I55,R05,16
F00050,2023-01-01,H49,R02,NA
F00050,2023-02-01,H49,R02,23
F00050,2023-03-01,H49,R02,25
F00050,2023-04-01,H49,R02,22
F00050,2023-05-01,H49,R02,23
F00050,2023-06-01,H49,R02,28
F00050,2023-07-01,H49,R02,17
F00050,2023-08-01,H49,R02,14
F00050,2023-09-01,H49,R02,23
F00050,2023-10-01,H49,R02,16
F00050,2023-11-01,H49,R02,20
F00050,2023-12-01,H49,R02,23
F00051,2023-01-01,C10,R05,26
F00051,2023-02-01,C10,R05,17
F00051,2023-03-01,C10,R05,28
F00051,2023-04-01,C10,R05,17
F00051,2023-05-01,C10,R05,17
F00051,2023-06-01,C10,R05,21
F00051,2023-07-01,C10,R05,23
F00051,2023-08-01,C10,R05,16
F00051,2023-09-01,C10,R05,12
F00051,2023-10-01,C10,R05,18
F00051,2023-11-01,C10,R05,22
F00051,2023-12-01,C10,R05,16
F00052,2023-01-01,H49,R06,23
F00052,2023-02-01,H49,R06,22
F00052,2023-03-01,H49,R06,23
F00052,2023-04-01,H49,R06,21
F00052,2023-05-01,H49,R06,14
F00052,2023-06-01,H49,R06,22
F00052,2023-07-01,H49,R06,15
F00052,2023-08-01,H49,R06,20
F00052,2023-09-01,H49,R06,27
F00052,2023-10-01,H49,R06,14
F00052,2023-11-01,H49,R06,19
F00052,2023-12-01,H49,R06,16
F00053,2023-01-01,I55,R09,23
F00053,2023-02-01,I55,R09,30
F00053,2023-03-01,I55,R09,21
F00053,2023-04-01,I55,R09,14
F00053,2023-05-01,I55,R09,21
F00053,2023-06-01,I55,R09,14
F00053,2023-07-01,I55,R09,23
F00053,2023-08-01,I55,R09,20
F00053,2023-09-01,I55,R09,20
F00053,2023-10-01,I55,R09,14
F00053,2023-11-01,I55,R09,23
F00053,2023-12-01,I55,R09,20
F00054,2023-01-01,I56,R06,23
F00054,2023-02-01,I56,R06,18
F00054,2023-03-01,I56,R06,21
F00054,2023-04-01,I56,R06,26
F00054,2023-05-01,I56,R06,18
F00054,2023-06-01,I56,R06,16
F00054,2023-07-01,I56,R06,20
F00054,2023-08-01,I56,R06,17
F00054,2023-09-01,I56,R06,19
F00054,2023-10-01,I56,R06,15
F00054,2023-11-01,I56,R06,20
F00054,2023-12-01,I56,R06,21
F00055,2023-01-01,I55,R08,23
F00055,2023-02-01,I55,R08,19
F00055,2023-03-01,I55,R08,20
F00055,2023-04-01,I55,R08,16
F00055,2023-05-01,I55,R08,18
F00055,2023-06-01,I55,R08,24
F00055,2023-07-01,I55,R08,18
F00055,2023-08-01,I55,R08,30
F00055,2023-09-01,I55,R08,16
F00055,2023-10-01,I55,R08,24
F00055,2023-11-01,I55,R08,14
F00055,2023-12-01,I55,R08,23
F00056,2023-01-01,I55,R07,30
F00056,2023-02-01,I55,R07,15
F00056,2023-03-01,I55,R07,22
F00056,2023-04-01,I55,R07,13
F00056,2023-05-01,I55,R07,16
F00056,2023-06-01,I55,R07,19
F00056,2023-07-01,I55,R07,14
F00056,2023-08-01,I55,R07,19
F00056,2023-09-01,I55,R07,20
F00056,2023-10-01,I55,R07,17
F00056,2023-11-01,I55,R07,21
F00056,2023-12-01,I55,R07,25
F00057,2023-01-01,C29,R08,20
F00057,2023-02-01,C29,R08,21
F00057,2023-03-01,C29,R08,21
F00057,2023-04-01,C29,R08,27
F00057,2023-05-01,C29,R08,16
F00057,2023-06-01,C29,R08,22
F00057,2023-07-01,C29,R08,22
F00057,2023-08-01,C29,R08,18
F00057,2023-09-01,C29,R08,16
F00057,2023-10-01,C29,R08,22
F00057,2023-11-01,C29,R08,20
F00057,2023-12-01,C29,R08,18
F00058,2023-01-01,I55,R04,19
F00058,2023-02-01,I55,R04,17
F00058,2023-03-01,I55,R04,14
F00058,2023-04-01,I55,R04,22
F00058,2023-05-01,I55,R04,20
F00058,2023-06-01,I55,R04,20
F00058,2023-07-01,I55,R04,9
F00058,2023-08-01,I55,R04,16
F00058,2023-09-01,I55,R04,24
F00058,2023-10-01,I55,R04,11
F00058,2023-11-01,I55,R04,26
F00058,2023-12-01,I55,R04,18
F00059,2023-01-01,I55,R06,24
F00059,2023-02-01,I55,R06,20
F00059,2023-03-01,I55,R06,22
F00059,2023-04-01,I55,R06,24
F00059,2023-05-01,I55,R06,22
F00059,2023-06-01,I55,R06,22
F00059,2023-07-01,I55,R06,14
F00059,2023-08-01,I55,R06,19
F00059,2023-09-01,I55,R06,22
F00059,2023-10-01,I55,R06,17
F00059,2023-11-01,I55,R06,11
F00059,2023-12-01,I55,R06,24
F00060,2023-01-01,H49,R05,27
F00060,2023-02-01,H49,R05,17
F00060,2023-03-01,H49,R05,22
F00060,2023-04-01,H49,R05,15
F00060,2023-05-01,H49,R05,22
F00060,2023-06-01,H49,R05,11
F00060,2023-07-01,H49,R05,18
F00060,2023-08-01,H49,R05,18
F00060,2023-09-01,H49,R05,19
F00060,2023-10-01,H49,R05,17
F00060,2023-11-01,H49,R05,15
F00060,2023-12-01,H49,R05,15
F00061,2023-01-01,I55,R03,17
F00061,2023-02-01,I55,R03,15
F00061,2023-03-01,I55,R03,18
F00061,2023-04-01,I55,R03,17
F00061,2023-05-01,I55,R03,20
F00061,2023-06-01,I55,R03,18
F00061,2023-07-01,I55,R03,20
F00061,2023-08-01,I55,R03,13
F00061,2023-09-01,I55,R03,18
F00061,2023-10-01,I55,R03,22
F00061,2023-11-01,I55,R03,25
F00061,2023-12-01,I55,R03,25
F00062,2023-01-01,C10,R08,19
F00062,2023-02-01,C10,R08,24
